Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,31.156250,31.296875,27.906250,29.531250,24.806080,98114800
2000-01-04,28.875000,29.656250,26.250000,26.921875,22.614216,116824800
2000-01-05,25.406250,26.593750,24.000000,25.500000,21.419847,166054000
2000-01-06,25.039063,26.250000,23.671875,24.000000,20.159857,109880000
2000-01-07,23.750000,25.875000,23.390625,25.843750,21.708599,91755600
2000-01-10,27.000000,29.000000,26.375000,28.937500,24.307331,91518000
2000-01-11,28.156250,28.687500,27.375000,28.093750,23.598585,86585200
2000-01-12,28.062500,28.062500,25.921875,26.406250,22.181095,83443600
2000-01-13,27.125000,27.468750,25.875000,26.265625,22.062967,55779200
2000-01-14,27.250000,27.843750,26.187500,26.703125,22.430473,57078000
2000-01-18,26.968750,28.625000,26.406250,27.812500,23.362333,66780000
2000-01-19,28.062500,29.125000,27.000000,28.562500,23.992332,49198400
2000-01-20,29.500000,30.125000,29.062500,29.625000,24.884827,54526800
2000-01-21,30.750000,30.750000,29.500000,29.843750,25.068577,50891000
2000-01-24,30.125000,30.187500,27.000000,27.093750,22.758587,50022400
2000-01-25,27.531250,28.750000,27.437500,28.218750,23.703587,53059200
2000-01-26,28.375000,29.468750,27.500000,27.531250,23.126087,47569200
2000-01-27,27.906250,28.343750,25.000000,25.906250,21.761095,61054000
2000-01-28,25.750000,25.968750,23.312500,23.687500,19.897358,86394000
2000-01-31,23.968750,25.062500,23.531250,24.976563,20.980164,68148000
2000-02-01,25.625000,27.156250,25.000000,27.000000,22.679838,57105600
2000-02-02,27.468750,28.000000,27.000000,27.156250,22.811089,63933000
2000-02-03,27.687500,28.500000,27.125000,28.343750,23.808577,55533200
2000-02-04,28.812500,29.125000,28.406250,28.906250,24.281075,40916000
2000-02-07,29.656250,30.000000,29.437500,29.968750,25.173578,44691200
2000-02-08,30.375000,30.718750,29.500000,29.781250,25.016075,55718000
2000-02-09,30.031250,30.656250,29.406250,29.968750,25.173578,52471600
2000-02-10,30.000000,31.312500,29.000000,31.156250,26.171066,45288600
2000-02-11,31.250000,32.375000,29.375000,29.843750,25.068577,55774000
2000-02-14,30.437500,31.125000,29.312500,31.093750,26.118568,37599800
2000-02-15,30.812500,31.593750,29.562500,30.687500,25.777323,47971400
2000-02-16,30.500000,31.281250,30.062500,30.625000,25.724825,33489200
2000-02-17,30.875000,31.375000,30.000000,30.812500,25.882320,40392600
2000-02-18,30.843750,31.000000,29.187500,29.281250,24.596079,63888400
2000-02-22,29.562500,30.718750,28.156250,29.656250,24.911074,75546200
2000-02-23,30.093750,31.632813,29.812500,31.531250,26.486069,69664400
2000-02-24,31.593750,32.531250,30.125000,30.968750,26.013569,70963200
2000-02-25,30.937500,35.500000,30.937500,35.312500,29.662291,103186600
2000-02-28,35.625000,38.250000,34.125000,34.312500,28.822300,122316600
2000-02-29,36.687500,37.218750,35.562500,37.125000,31.184786,55586400
2000-03-01,36.875000,37.250000,35.375000,35.750000,30.029791,44934400
2000-03-02,36.750000,36.781250,33.937500,34.250000,28.769798,52311000
2000-03-03,35.562500,37.562500,35.085938,37.500000,31.499777,47974400
2000-03-06,37.406250,38.468750,36.187500,37.875000,31.814787,45520600
2000-03-07,38.312500,40.000000,37.187500,37.468750,31.473532,53982200
2000-03-08,38.687500,41.781250,37.500000,41.562500,34.912251,62781200
2000-03-09,42.156250,42.500000,40.062500,42.000000,35.279747,56476400
2000-03-10,42.000000,42.031250,40.125000,40.812500,34.282272,44699800
2000-03-13,39.250000,41.812500,38.398438,39.375000,33.074768,65803200
2000-03-14,40.937500,41.875000,38.250000,38.500000,32.339775,72364000
2000-03-15,42.000000,42.500000,38.500000,39.312500,33.022278,144810400
2000-03-16,40.343750,41.281250,38.343750,40.968750,34.413509,95532400
2000-03-17,40.875000,41.000000,39.750000,39.906250,33.521011,66055200
2000-03-20,40.250000,40.312500,38.781250,39.062500,32.812263,47183600
2000-03-21,38.937500,40.437500,38.000000,40.343750,33.888512,52621400
2000-03-22,40.500000,42.187500,39.437500,42.031250,35.306000,53197600
2000-03-23,41.562500,44.000000,41.281250,43.437500,36.487251,50803800
2000-03-24,43.406250,44.843750,43.218750,43.500000,36.539749,52821600
2000-03-27,44.531250,44.656250,43.468750,44.218750,37.143490,32597200
2000-03-28,43.812500,45.000000,42.750000,43.281250,36.355980,36039200
2000-03-29,43.031250,43.062500,41.031250,41.250000,34.649754,51966200
2000-03-30,39.250000,42.250000,39.000000,39.218750,32.943523,70986000
2000-03-31,40.093750,40.781250,38.000000,39.031250,32.786022,79842000
2000-04-03,39.312500,40.312500,37.500000,38.437500,32.287277,71598000
2000-04-04,39.062500,39.062500,32.539063,37.968750,31.893522,123633800
2000-04-05,36.625000,40.500000,36.273438,39.125000,32.864754,73736800
2000-04-06,40.312500,41.718750,40.062500,41.093750,34.518509,62408200
2000-04-07,41.843750,43.625000,41.500000,43.562500,36.592255,46764600
2000-04-10,43.750000,43.812500,41.125000,41.250000,34.649754,56241200
2000-04-11,40.093750,40.812500,38.406250,38.687500,32.497269,70983800
2000-04-12,38.968750,40.000000,36.468750,36.562500,30.712286,67133000
2000-04-13,37.437500,38.750000,35.875000,35.968750,30.213533,63206800
2000-04-14,34.960938,35.640625,30.125000,31.250000,26.249813,109951400
2000-04-17,30.250000,37.437500,30.085938,37.406250,31.421026,115304800
2000-04-18,37.781250,39.531250,36.875000,39.468750,33.153511,78738800
2000-04-19,39.312500,39.781250,37.125000,37.281250,31.316029,46184200
2000-04-20,36.906250,37.750000,34.937500,35.406250,29.741035,50397800
2000-04-24,33.687500,36.343750,33.500000,36.218750,30.423529,59725600
2000-04-25,37.437500,38.187500,36.312500,37.781250,31.736029,61764200
2000-04-26,38.062500,38.906250,35.531250,36.093750,30.318542,47788800
2000-04-27,35.031250,38.781250,34.968750,38.656250,32.471027,52101000
2000-04-28,39.250000,40.000000,39.062500,39.968750,33.573517,41696600
2000-05-01,39.937500,40.937500,39.375000,39.843750,33.468517,37093400
2000-05-02,39.468750,39.750000,38.687500,38.906250,32.681019,35341000
2000-05-03,38.437500,38.562500,36.062500,37.906250,31.841030,49603200
2000-05-04,37.656250,38.468750,36.500000,37.125000,31.184786,39899800
2000-05-05,37.000000,38.500000,36.875000,38.406250,32.261028,35289600
2000-05-08,37.656250,38.000000,36.031250,36.156250,30.371033,36528400
2000-05-09,36.843750,37.125000,35.625000,36.000000,30.239794,43535200
2000-05-10,35.468750,36.562500,33.750000,33.812500,28.402296,71169800
2000-05-11,34.468750,36.187500,34.000000,36.187500,30.397282,46590200
2000-05-12,36.656250,38.218750,36.531250,37.093750,31.158535,39038200
2000-05-15,37.218750,38.500000,35.312500,38.500000,32.339775,41971800
2000-05-16,38.812500,39.875000,38.531250,39.593750,33.258522,38261400
2000-05-17,38.875000,39.937500,38.125000,39.093750,32.838516,33993600
2000-05-18,39.156250,39.375000,36.218750,36.531250,30.686031,46444600
2000-05-19,36.000000,37.000000,34.750000,35.031250,29.426035,52228800
2000-05-22,35.031250,35.125000,31.375000,33.906250,28.481047,91156000
2000-05-23,33.500000,34.250000,31.187500,31.312500,26.302315,58574000
2000-05-24,30.882813,32.250000,29.062500,32.125000,26.984816,85195200
2000-05-25,32.750000,35.406250,32.500000,33.218750,27.903555,80958000
2000-05-26,33.406250,34.750000,32.531250,33.500000,28.139797,28903800
2000-05-30,34.437500,37.093750,34.281250,37.093750,31.158535,38933000
2000-05-31,36.625000,38.218750,35.875000,35.937500,30.187283,50939800
2000-06-01,36.968750,38.937500,36.750000,38.937500,32.707272,53401000
2000-06-02,40.250000,40.750000,39.250000,40.093750,33.678532,57964800
2000-06-05,39.625000,41.000000,39.500000,40.468750,33.993496,38507200
2000-06-06,40.250000,40.750000,38.125000,38.531250,32.366024,40020000
2000-06-07,38.375000,40.125000,37.781250,40.000000,33.599770,34080800
2000-06-08,40.937500,41.375000,40.125000,41.187500,34.597256,46768600
2000-06-09,41.437500,41.875000,40.937500,41.343750,34.728508,32975200
2000-06-12,41.281250,41.406250,40.187500,40.281250,33.836018,24206000
2000-06-13,39.992188,40.875000,39.031250,40.843750,34.308514,37229400
2000-06-14,40.937500,41.000000,39.375000,39.500000,33.179775,33191800
2000-06-15,39.625000,41.312500,39.562500,41.250000,34.649754,36786800
2000-06-16,40.937500,41.875000,40.531250,40.937500,34.387257,41904400
2000-06-19,41.031250,43.031250,40.625000,43.000000,36.119736,51077200
2000-06-20,43.468750,43.812500,42.250000,43.023438,36.139431,57192600
2000-06-21,40.406250,43.687500,40.156250,43.093750,36.198483,108053800
2000-06-22,42.312500,42.625000,40.687500,40.750000,34.229759,42105600
2000-06-23,40.406250,40.742188,39.281250,39.750000,33.389763,40643000
2000-06-26,40.125000,41.718750,39.625000,41.343750,34.728508,38942400
2000-06-27,41.187500,41.968750,40.843750,41.125000,34.544758,28581600
2000-06-28,41.031250,42.500000,40.843750,41.468750,34.833511,32104800
2000-06-29,41.031250,41.562500,39.781250,40.437500,33.967262,35751800
2000-06-30,40.187500,42.250000,40.000000,42.031250,35.306000,38093000
2000-07-03,40.562500,40.875000,39.437500,40.093750,33.678532,42136200
2000-07-05,38.406250,38.812500,36.093750,36.156250,30.371033,94634200
2000-07-06,35.875000,37.937500,35.875000,37.812500,31.762276,50533000
2000-07-07,37.968750,38.500000,37.750000,37.937500,31.867283,31480200
